time [s],x [m],y [m]
0.0,0.25,0.0
0.03333333333333333,0.24375115537481348,0.0
0.06666666666666667,0.23125346612444037,0.0009613607115671243
0.1,0.2048160465563434,0.0014420410673507149
0.13333333333333333,0.17212978236306004,0.0014420410673507149
0.16666666666666666,0.13319467354459,0.0014420410673507149
0.2,0.08608799867779914,0.0014420410673507149
0.23333333333333334,0.03898132381100828,0.0014420410673507149
0.26666666666666666,-0.013893515325185547,0.0014420410673507149
0.3,-0.061480870547759935,0.0014420410673507149
0.3333333333333333,-0.10810686505876725,0.0014420410673507149
0.36666666666666664,-0.14848401494458796,0.00048068035578353375
0.4,-0.18261232020522214,0.0014420410673507149
0.43333333333333335,-0.2080883790617519,0.0014420410673507149
0.4666666666666667,-0.22202810937947573,0.0014420410673507149
0.5,-0.23116103613936376,0.0014420410673507149
0.5333333333333333,-0.22443151115839363,-0.00048068035578359056
0.5666666666666667,-0.21433722368693844,0.0
0.6,-0.18886116483040868,0.0
0.6333333333333333,-0.1523294577908566,0.00048068035578353375
0.6666666666666666,-0.11435570968395377,0.00048068035578353375
0.7,-0.07061379730764798,0.00048068035578353375
0.7333333333333333,-0.019661679594588463,0.00048068035578353375
0.7666666666666666,0.031290438118471,0.00048068035578353375
0.8,0.08176187547574694,0.00048068035578353375
0.8333333333333334,0.1264651485636199,0.00048068035578353375
0.8666666666666667,0.1706877412957092,-0.00048068035578359056
0.9,0.20097060371007477,0.00048068035578353375
0.9333333333333333,0.22500462149925385,0.00048068035578353375
0.9666666666666667,0.24278979466324632,0.00048068035578353375
1.0,0.25096136071156716,0.00048068035578353375
1.0333333333333332,0.24423183573059704,-0.00048068035578359056
1.0666666666666667,0.23221482683600755,0.0009613607115671243
1.1,0.20625808762369421,0.0009613607115671243
1.1333333333333333,0.17453318414197794,0.0
1.1666666666666667,0.13367535390037358,0.0
1.2,0.0880107201009335,0.0009613607115671243
1.2333333333333334,0.03561656132052326,0.0009613607115671243
1.2666666666666666,-0.010048072478916878,0.0014420410673507149
1.3,-0.06292291161511071,0.0019227214231343054
1.3333333333333333,-0.10906822577033438,0.0009613607115671243
1.3666666666666667,-0.14848401494458796,0.0014420410673507149
1.4,-0.1821316398494386,0.0014420410673507149
1.4333333333333333,-0.2080883790617519,0.0014420410673507149
1.4666666666666666,-0.22587355222574437,0.00048068035578353375
1.5,-0.23116103613936376,0.00048068035578353375
1.5333333333333332,-0.22395083080261005,0.00048068035578353375
1.5666666666666667,-0.2128951826195877,0.0
1.6,-0.18934184518619226,0.0
1.6333333333333333,-0.15136809707928944,-0.00048068035578359056
1.6666666666666667,-0.11531707039552094,-0.00048068035578359056
1.7,-0.06580699374981219,0.00048068035578353375
1.7333333333333334,-0.016296917104103442,-0.0009613607115671811
1.7666666666666666,0.03321315954160531,0.0
1.8,0.08272323618731411,-0.0009613607115671811
1.8333333333333333,0.12742650927518706,0.0
1.8666666666666667,0.1692457002283585,0.0
1.9,0.20145128406585844,-0.00048068035578359056
1.9333333333333333,0.22500462149925385,-0.0009613607115671811
1.9666666666666666,0.24278979466324632,0.0
2.0,0.25096136071156716,-0.0009613607115671811
2.033333333333333,0.24327047501902985,0.00048068035578353375
2.0666666666666664,0.2317341464802239,0.0
2.1,0.20625808762369421,0.0009613607115671243
2.1333333333333333,0.17357182343041075,0.0009613607115671243
2.1666666666666665,0.13367535390037358,0.0
2.2,0.08704935938936631,0.0014420410673507149
2.2333333333333334,0.03561656132052326,0.0009613607115671243
2.2666666666666666,-0.010048072478916878,0.0
2.3,-0.06292291161511071,0.0009613607115671243
2.3333333333333335,-0.10906822577033438,0.0009613607115671243
2.3666666666666667,-0.14848401494458796,0.0009613607115671243
2.4,-0.1821316398494386,0.0014420410673507149
2.433333333333333,-0.2080883790617519,0.0014420410673507149
2.466666666666667,-0.22587355222574437,0.0014420410673507149
2.5,-0.23068035578358015,0.00048068035578353375
2.533333333333333,-0.22443151115839363,0.0
2.5666666666666664,-0.20953042012910264,-0.0009613607115671811
2.6,-0.18645776305149078,0.00048068035578353375
2.6333333333333333,-0.15521353992555809,-0.00048068035578359056
2.6666666666666665,-0.11243298826081946,0.0
2.7,-0.0677297151729465,-0.00048068035578359056
2.7333333333333334,-0.01773895817145416,0.0
2.7666666666666666,0.031771118474254595,0.00048068035578353375
2.8,0.08176187547574694,0.00048068035578353375
2.8333333333333335,0.1259844682078363,-0.00048068035578359056
2.8666666666666667,0.16972638058414213,0.00048068035578353375
2.9,0.2000092429985076,0.00048068035578353375
2.933333333333333,0.22500462149925385,0.00048068035578353375
2.966666666666667,0.24230911430746266,0.00048068035578353375
